"";"Occurrence";"Title";"Date.of.occurrence";"Occurrence.type";"Location.name";"Country";"Report.Type";"Railway.System.type";"Location.type";"Line.type";"Total.fatalities";"Passenger.fatalities";"LC.User.fatalities";"Other.fatalities";"Total.serious.injuries";"Passenger.serious.injuries";"LC.User.serious.injuries";"Unauth..person.serious.injuries";"Other.serious.injuries";"Recs";"Reporting.Body"
"885";"HU-0677";"Other, 27/06/2012, Pincehely station (Hungary)";"27/06/2012";"Other";"Pincehely station";"Hungary";"Final report";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"886";"HU-0681";"Fire in RS, 2012-11-18, Ebes station (Hungary)";"18/11/2012";"Fire in RS";"Ebes station";"Hungary";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"887";"HU-0758";"Accident to persons caused by RS in motion, 19/09/2012, Budapest, Kelenföld (Hungary)";"19/09/2012";"Accident to persons caused by RS in motion";"Budapest, Kelenföld";"Hungary";"Notification";"Railway";"Station";"Double track";1;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"888";"HU-1003";"Level crossing accident, 29/04/2010, Line 121: Between Mako and Apatfalva stations (Hungary)";"29/04/2010";"Level crossing accident";"Line 121: Between Mako and Apatfalva stations";"Hungary";"Final report";"Railway";"Line";"";0;0;0;0;2;0;2;0;0;1;"Transportation Safety Bureau"
"889";"HU-1004";"Level crossing accident, 25/05/2010, Line 140: Szatymaz station (Hungary)";"25/05/2010";"Level crossing accident";"Line 140: Szatymaz station";"Hungary";"Final report";"Railway";"Station";"";2;0;2;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"890";"HU-1005";"Train derailment, 11/07/2010, Line 17: Bucsuszentlaszlo station (Hungary)";"11/07/2010";"Train derailment";"Line 17: Bucsuszentlaszlo station";"Hungary";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Transportation Safety Bureau"
"891";"HU-1006";"Level crossing accident, 14/07/2010, 142 line: Örkeny station (Hungary)";"14/07/2010";"Level crossing accident";"142 line: Örkeny station";"Hungary";"Final report";"Railway";"Station";"";0;0;0;0;2;0;2;0;0;0;"Transportation Safety Bureau"
"892";"HU-1007";"Level crossing accident, 16/07/2010, Line 18: Between Szombathely and Koszeg stations (Hungary)";"16/07/2010";"Level crossing accident";"Line 18: Between Szombathely and Koszeg stations";"Hungary";"Final report";"Railway";"Line";"";0;0;0;0;1;0;1;0;0;0;"Transportation Safety Bureau"
"893";"HU-1008";"Level crossing accident, 16/07/2010, Line 89: Between Nyekladhaza and Hejokeresztur stations (Hungary)";"16/07/2010";"Level crossing accident";"Line 89: Between Nyekladhaza and Hejokeresztur stations";"Hungary";"Final report";"Railway";"Line";"";1;0;1;0;0;0;0;0;0;3;"Transportation Safety Bureau"
"894";"HU-1009";"Other, 19/07/2010, Line 40: Pecs station (Hungary)";"19/07/2010";"Other";"Line 40: Pecs station";"Hungary";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;2;"Transportation Safety Bureau"
"895";"HU-1010";"Level crossing accident, 12/08/2010, Line 10: Between Papa and Vaszar statinos (Hungary)";"12/08/2010";"Level crossing accident";"Line 10: Between Papa and Vaszar statinos";"Hungary";"Final report";"Railway";"Line";"";1;0;1;0;0;0;0;0;0;1;"Transportation Safety Bureau"
"896";"HU-1011";"Level crossing accident, 17/08/2010, Line 130: Between Szentes and Szegvar stations (Hungary)";"17/08/2010";"Level crossing accident";"Line 130: Between Szentes and Szegvar stations";"Hungary";"Final report";"Railway";"Line";"";1;0;1;0;0;0;0;0;0;1;"Transportation Safety Bureau"
"897";"HU-1012";"Level crossing accident, 21/08/2010, Line 71: Between Örbottyan and Vacratot stations (Hungary)";"21/08/2010";"Level crossing accident";"Line 71: Between Örbottyan and Vacratot stations";"Hungary";"Final report";"Railway";"Line";"";0;0;0;0;1;0;1;0;0;1;"Transportation Safety Bureau"
"898";"HU-1013";"Level crossing accident, 21/08/2010, Line 20: Between Petfürdö and Hajmasker stations (Hungary)";"21/08/2010";"Level crossing accident";"Line 20: Between Petfürdö and Hajmasker stations";"Hungary";"Final report";"Railway";"Line";"";1;0;1;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"899";"HU-1014";"Level crossing accident, 23/08/2010, Line 100: Between Hajduhadhaz and Apafa station (Hungary)";"23/08/2010";"Level crossing accident";"Line 100: Between Hajduhadhaz and Apafa station";"Hungary";"Final report";"Railway";"Line";"";2;0;2;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"900";"HU-1023";"Train derailment, 27/09/2010, Line 40: Adony station (Hungary)";"27/09/2010";"Train derailment";"Line 40: Adony station";"Hungary";"Final report";"Railway";"Station";"";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"901";"HU-1024";"Level crossing accident, 05/10/2010, Line 110: Between Nyirgelse and Nyiradony station (Hungary)";"05/10/2010";"Level crossing accident";"Line 110: Between Nyirgelse and Nyiradony station";"Hungary";"Final report";"Railway";"Line";"";0;0;0;0;1;0;1;0;0;1;"Transportation Safety Bureau"
"902";"HU-1027";"Level crossing accident, 20/10/2010, Line 150: Between Kiskunlachaza and Delegyhaza stations (Hungary)";"20/10/2010";"Level crossing accident";"Line 150: Between Kiskunlachaza and Delegyhaza stations";"Hungary";"Final report";"Railway";"Line";"";1;0;0;0;1;0;1;0;0;2;"Transportation Safety Bureau"
"903";"HU-1028";"Level crossing accident, 13/10/2010, Line 140: Between Petofiszallas and Kiskunfelegyhaza stations (Hungary)";"13/10/2010";"Level crossing accident";"Line 140: Between Petofiszallas and Kiskunfelegyhaza stations";"Hungary";"Final report";"Railway";"Line";"";1;0;1;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"904";"HU-1029";"Accident to persons caused by RS in motion, 15/10/2010, Line 100: Nyiregyhaza station (Hungary)";"15/10/2010";"Accident to persons caused by RS in motion";"Line 100: Nyiregyhaza station";"Hungary";"Final report";"Railway";"Station";"";1;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"905";"HU-1033";"Train derailment, 22/10/2010, Line 100: Fenyeslitke station (Hungary)";"22/10/2010";"Train derailment";"Line 100: Fenyeslitke station";"Hungary";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Transportation Safety Bureau"
"906";"HU-1034";"Spad, 04/09/2010, Line 8: Ikreny station (Hungary)";"04/09/2010";"Spad";"Line 8: Ikreny station";"Hungary";"Final report";"Railway";"Station";"";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"907";"HU-1035";"Spad, 01/10/2010, Line 1: Almasfuzito station (Hungary)";"01/10/2010";"Spad";"Line 1: Almasfuzito station";"Hungary";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Transportation Safety Bureau"
"908";"HU-1036";"Spad, 04/11/2010, Line 120: Ujszasz station (Hungary)";"04/11/2010";"Spad";"Line 120: Ujszasz station";"Hungary";"Final report";"Railway";"Station";"";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"909";"HU-1045";"Trains collision, 10/10/2010, Line 317: Hartokut station (Hungary)";"10/10/2010";"Trains collision";"Line 317: Hartokut station";"Hungary";"Final report";"Railway";"Station";"";0;0;0;0;2;2;0;0;0;1;"Transportation Safety Bureau"
"910";"HU-1046";"Level crossing accident, 15/11/2010, Line 100: Between Sostohegy and Kemecse stations (Hungary)";"15/11/2010";"Level crossing accident";"Line 100: Between Sostohegy and Kemecse stations";"Hungary";"Final report";"Railway";"Line";"";1;0;1;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"911";"HU-1048";"Fire in RS, 19/11/2010, Line 250: Between Aquincum and Bekasmegyer stations (Hungary)";"19/11/2010";"Fire in RS";"Line 250: Between Aquincum and Bekasmegyer stations";"Hungary";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Transportation Safety Bureau"
"912";"HU-1049";"Level crossing accident, 23/11/2010, Line 26: Between Tapolca and Lesencetomaj stations (Hungary)";"23/11/2010";"Level crossing accident";"Line 26: Between Tapolca and Lesencetomaj stations";"Hungary";"Final report";"Railway";"Line";"";0;0;0;0;2;0;2;0;0;0;"Transportation Safety Bureau"
"913";"HU-1050";"Spad, 07/10/2010, Line 1: Budapest Ferencvaros station (Hungary)";"07/10/2010";"Spad";"Line 1: Budapest Ferencvaros station";"Hungary";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"Transportation Safety Bureau"
"914";"HU-1067";"Train derailment, 06/12/2010, Line 40: Dombovar station (Hungary)";"06/12/2010";"Train derailment";"Line 40: Dombovar station";"Hungary";"Notification";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Transportation Safety Bureau"
"915";"HU-1068";"Other, 08/12/2010, Line 120: Lököshaza station (Hungary)";"08/12/2010";"Other";"Line 120: Lököshaza station";"Hungary";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Transportation Safety Bureau"
"916";"HU-1069";"Train derailment, 2010-12-09, Line 150: Budapest-Soroksari ut station (Hungary)";"09/12/2010";"Train derailment";"Line 150: Budapest-Soroksari ut station";"Hungary";"Final report";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;1;"Transportation Safety Bureau"
"917";"HU-1070";"Other, 12/13/2010, Line 135: Hodmezövasarhely station (Hungary)";"13/12/2010";"Other";"Line 135: Hodmezövasarhely station";"Hungary";"Final report";"Railway";"Station";"Single track";0;0;0;0;0;0;0;0;0;1;"Transportation Safety Bureau"
"918";"HU-1071";"Level crossing accident, 19/12/2010, Line 130: Between Martely and Hodmezövasarhely stations (Hungary)";"19/12/2010";"Level crossing accident";"Line 130: Between Martely and Hodmezövasarhely stations";"Hungary";"Final report";"Railway";"Line";"";0;0;0;0;1;0;1;0;0;0;"Transportation Safety Bureau"
"919";"HU-1072";"Train derailment, 09/02/2010, Budapest-Nyugati station (Hungary)";"09/02/2010";"Train derailment";"Budapest-Nyugati station";"Hungary";"Final report";"Railway";"Station";"";0;0;0;0;0;0;0;0;0;1;"Transportation Safety Bureau"
"920";"HU-1073";"Level crossing accident, 09/01/2011, Line 142: Between Pestszentimre and Kispest stations (Hungary)";"09/01/2011";"Level crossing accident";"Line 142: Between Pestszentimre and Kispest stations";"Hungary";"Final report";"Railway";"Line";"Single track";1;0;1;0;2;0;2;0;0;1;"Transportation Safety Bureau"
"921";"HU-1153";"Level crossing accident, 28/01/2011, Line 40: Szabadegyhaza station LC: SR2 (Hungary)";"28/01/2011";"Level crossing accident";"Line 40: Szabadegyhaza station LC: SR2";"Hungary";"Final report";"Railway";"Station";"";0;0;0;0;2;0;2;0;0;0;"Transportation Safety Bureau"
"922";"HU-1154";"Other, 01/03/2011, Line 30: Kapolnasnyek station (Hungary)";"01/03/2011";"Other";"Line 30: Kapolnasnyek station";"Hungary";"Final report";"Railway";"Station";"";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"923";"HU-1155";"Spad, 06/03/2011, Line: 25, Ötvös crossover (Hungary)";"06/03/2011";"Spad";"Line: 25, Ötvös crossover";"Hungary";"Final report";"Railway";"Other";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;2;"Transportation Safety Bureau"
"924";"HU-1156";"Level crossing accident, 2011.03.09., Line:108, between Hortobágy and Balmazújváros stations (Hungary)";"09/03/2011";"Level crossing accident";"Line:108, between Hortobágy and Balmazújváros stations";"Hungary";"Final report";"Railway";"Line";"";3;0;3;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"925";"HU-1157";"Level crossing accident, 2011-03-20, Line:40, between Budafok-Háros and Nagytétény-Diósd stations (Hungary)";"20/03/2011";"Level crossing accident";"Line:40, between Budafok-Háros and Nagytétény-Diósd stations";"Hungary";"Final report";"Railway";"Line";"Double track";1;0;1;0;0;0;0;0;0;1;"Transportation Safety Bureau"
"926";"HU-1158";"Accident to persons caused by RS in motion, 21/03/2011, Line: 80, Visonta station (Hungary)";"21/03/2011";"Accident to persons caused by RS in motion";"Line: 80, Visonta station";"Hungary";"Final report";"Railway";"Station";"Single track";0;0;0;0;1;0;0;0;0;1;"Transportation Safety Bureau"
"927";"HU-1176";"Spad, 11/05/2011, Line 71: Örbottyan station (Hungary)";"11/05/2011";"Spad";"Line 71: Örbottyan station";"Hungary";"Final report";"Railway";"Station";"Single track";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"928";"HU-1177";"Other, 2011-05-16, Line 80: Between Tura and Aszod stations (Hungary)";"16/05/2011";"Other";"Line 80: Between Tura and Aszod stations";"Hungary";"Final report";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;6;"Transportation Safety Bureau"
"929";"HU-1178";"Level crossing accident, 18/05/2011, Line 115: Between Nagyecsed and Agerdomajor stations (Hungary)";"18/05/2011";"Level crossing accident";"Line 115: Between Nagyecsed and Agerdomajor stations";"Hungary";"Final report";"Railway";"Line";"Single track";1;0;1;0;0;0;0;0;0;1;"Transportation Safety Bureau"
"930";"HU-1179";"Spad, 2011.05.18., Line 100: Ujfeherto station (Hungary)";"18/05/2011";"Spad";"Line 100: Ujfeherto station";"Hungary";"Final report";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"931";"HU-1180";"Level crossing accident, 20/05/2011, Line 16: Between Ölbö-Alsoszeleste and Porpac stations (Hungary)";"20/05/2011";"Level crossing accident";"Line 16: Between Ölbö-Alsoszeleste and Porpac stations";"Hungary";"Final report";"Railway";"Line";"";0;0;0;0;2;1;0;0;0;1;"Transportation Safety Bureau"
"932";"HU-1181";"Level crossing accident, 26/05/2011, Line 142: Between Hetenyegyhaza and Kecskemet-Also stations (Hungary)";"26/05/2011";"Level crossing accident";"Line 142: Between Hetenyegyhaza and Kecskemet-Also stations";"Hungary";"Final report";"Railway";"Line";"";0;0;0;0;1;0;1;0;0;0;"Transportation Safety Bureau"
"933";"HU-1182";"Level crossing accident, 06/06/2011, Line 15: Between Acsad and Bük stations (Hungary)";"06/06/2011";"Level crossing accident";"Line 15: Between Acsad and Bük stations";"Hungary";"Final report";"Railway";"Line";"";1;0;1;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"934";"HU-1183";"Level crossing accident, 20/06/2011, Line 80: Between Bodrogkeresztur and Olaszliszka-Tolcsva stations (Hungary)";"20/06/2011";"Level crossing accident";"Line 80: Between Bodrogkeresztur and Olaszliszka-Tolcsva stations";"Hungary";"Final report";"Railway";"Line";"";2;0;2;0;0;0;0;0;0;1;"Transportation Safety Bureau"
"935";"HU-1184";"Level crossing accident, 06/07/2011, Line 50: between Hidas-Bonyhad and Bataszek stations (Hungary)";"06/07/2011";"Level crossing accident";"Line 50: between Hidas-Bonyhad and Bataszek stations";"Hungary";"Final report";"Railway";"Line";"Single track";1;0;1;0;2;0;2;0;0;0;"Transportation Safety Bureau"
"936";"HU-1185";"Other, 11/07/2011, Line 100: Szolnok station (Hungary)";"11/07/2011";"Other";"Line 100: Szolnok station";"Hungary";"Final report";"Railway";"Station";"";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"937";"HU-1227";"Level crossing accident, 2011-08-03, Line 30: Between Balatonlelle-felso and Balatonboglar stations - LC: AS1449 (Hungary)";"03/08/2011";"Level crossing accident";"Line 30: Between Balatonlelle-felso and Balatonboglar stations - LC: AS1449";"Hungary";"Final report";"Railway";"Line";"Single track";2;0;2;0;0;0;0;0;0;1;"Transportation Safety Bureau"
"938";"HU-1228";"Accident to persons caused by RS in motion, 2011.08.08., Line 1: Between Tatabanya and Tata Stations (Hungary)";"08/08/2011";"Accident to persons caused by RS in motion";"Line 1: Between Tatabanya and Tata Stations";"Hungary";"Final report";"Railway";"Line";"Double track";1;1;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"939";"HU-1229";"Other, 22/07/2011, Line 100: Between Szolnok and Abony stations (Hungary)";"22/07/2011";"Other";"Line 100: Between Szolnok and Abony stations";"Hungary";"Final report";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"940";"HU-1230";"Train derailment, 2011-08-29, Line 105: Debrecen station (Hungary)";"29/08/2011";"Train derailment";"Line 105: Debrecen station";"Hungary";"Final report";"Railway";"Station";"Single track";0;0;0;0;0;0;0;0;0;1;"Transportation Safety Bureau"
"941";"HU-1231";"Level crossing accident, 29/03/2011, Line 111: Between Mateszalka and Vasarosnameny stations (Hungary)";"29/03/2011";"Level crossing accident";"Line 111: Between Mateszalka and Vasarosnameny stations";"Hungary";"Final report";"Railway";"Line";"";1;0;1;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"942";"HU-1232";"Level crossing accident, 22/12/2010, Line 155: between Kiskunhalas and Harkakötöny stations - LC: AS423 (Hungary)";"22/12/2010";"Level crossing accident";"Line 155: between Kiskunhalas and Harkakötöny stations - LC: AS423";"Hungary";"Final report";"Railway";"Line";"";1;0;1;0;0;0;0;0;0;0;"Transportation Safety Bureau"
